"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1480",108391,"toys","premium",3.7,8,25,38.2,2217
"1481",105262,"health","premium",4.5,1,17,5,875
"1482",171857,"health","off_brand",4.6,7,20,13.3,903
"1483",187718,"health","off_brand",4.3,15,23,54.7,2650
"1484",179104,"toys","off_brand",4.5,5,16,67.8,2385
"1485",99354,"toys","premium",2.5,5,27,101.3,2387
"1486",173742,"health","premium",4.5,16,21,65.2,2013
"1487",103839,"toys","premium",4,16,25,39,845
"1488",187236,"health","off_brand",4.2,4,12,27.8,2310
"1489",86537,"toys","off_brand",4.1,9,38,66.4,1011
"1490",235065,"toys","off_brand",4.4,16,25,60.2,3230
"1491",128485,"health","off_brand",4.4,6,10,47.2,1066
"1492",202189,"toys","off_brand",4.9,3,22,87.4,2954
"1493",136377,"toys","premium",4.5,13,15,57.6,933
"1494",81141,"toys","off_brand",4.1,16,22,49.4,962
"1495",161186,"toys","off_brand",4.6,8,NA,NA,2634
"1496",151987,"toys","off_brand",4.5,8,31,70.7,2482
"1497",136134,"toys","premium",2.4,1,27,75.3,3203
"1498",74828,"toys",NA,3.4,8,6,41.8,1012
"1499",131395,"health","premium",4.4,10,NA,27.9,988
"1500",228732,"toys","off_brand",4.7,15,6,48.6,3472
"1501",146796,"toys","premium",4.7,7,20,28.4,1648
"1502",111693,"toys","off_brand",2.8,4,37,18.6,2528
"1503",89389,"toys",NA,4.3,9,27,27.6,692
"1504",86313,"toys","premium",3.7,10,9,58,775
"1505",156418,"toys","off_brand",4.5,11,27,49,644
"1506",137551,"toys","off_brand",4.5,4,22,82.3,1150
"1507",182412,"health","off_brand",4,9,NA,36.6,2726
"1508",121492,"toys","premium",4.5,3,34,63.4,1016
"1509",131089,"toys","off_brand",4.1,9,26,38.8,829
"1510",140467,"toys","premium",3.1,4,2,66.8,2287
"1511",184256,"health","off_brand",4.1,5,16,19.3,2617
"1512",189089,"health","premium",4.4,9,23,NA,2654
"1513",178843,"other","premium",4.7,25,12,47.7,751
"1514",54890,"health","off_brand",2.2,4,28,37.8,813
"1515",104732,"toys","off_brand",4,6,25,NA,728
"1516",185331,"toys","off_brand",4.8,212,25,57.3,2605
"1517",138693,"toys","off_brand",4.5,5,4,66.3,1054
"1518",80284,"health","premium",2.8,14,9,59.3,907
"1519",187398,"health","off_brand",4.5,8,21,47.2,2384
"1520",78936,"health","premium",3.5,6,12,21.1,862
"1521",144548,"toys","premium",4.9,7,25,35.3,1140
"1522",104253,"health","off_brand",4.4,1,20,54.4,818
"1523",148040,"food","off_brand",4.5,7,31,86,1110
"1524",215787,"health","premium",4.6,9,NA,46.4,2865
"1525",168452,"food","premium",3.5,2,33,23,2928
"1526",133576,"other","premium",3.7,11,13,5,2016
"1527",266675,"other","off_brand",4.7,16,12,39.6,3316
"1528",136535,"food","premium",3.7,10,20,43.8,1213
"1529",146580,"toys","off_brand",4.4,15,26,74.8,1014
"1530",67331,"health","off_brand",3.3,6,18,62.6,1182
"1531",27433,"health","off_brand",3.4,2,26,53.7,973
"1532",65473,"health","premium",3.7,17,12,75.9,1048
"1533",182769,"other","off_brand",4.9,10,23,31.2,1388
"1534",185810,"health","premium",4.3,15,16,22,2484
"1535",197014,"health","off_brand",4.9,9,27,59.9,1986
"1536",96657,"health","premium",3.8,12,25,43.2,845
"1537",264804,"health","off_brand",4.7,13,7,73.4,3310
"1538",189390,"other","off_brand",4.5,10,25,45.3,2518
"1539",187586,"toys","premium",4.2,4,20,56.9,3111
"1540",88655,"toys","off_brand",4.3,1,13,83.4,755
"1541",74672,"health","off_brand",2.9,15,NA,45.8,1216
"1542",207955,"health","off_brand",3.8,3,13,5,3790
"1543",176635,"health","premium",4.8,4,24,53,2218
"1544",105670,"health","off_brand",3.8,3,27,67,1613
"1545",120288,"health",NA,4.4,13,22,34.6,932
"1546",165841,"other","premium",4.3,9,29,5,2542
"1547",123308,"food","off_brand",3.1,6,18,59.4,1721
"1548",202293,"toys","off_brand",4.5,9,12,76.1,3204
"1549",95201,"other","premium",4,10,28,60.9,1461
"1550",132390,"other","premium",4.6,7,15,21.2,1433
"1551",148551,"health","off_brand",3.3,12,25,99.8,2246
"1552",64456,"health","off_brand",3.5,8,26,77.4,1093
"1553",167997,"toys","premium",4.8,6,20,72.9,1772
"1554",147887,"toys","premium",4.7,16,27,60.4,1255
"1555",114597,"other","premium",3.2,7,NA,9.6,2042
"1556",248204,"health","off_brand",4.7,9,23,55.5,3281
"1557",141250,"health","off_brand",3.8,9,NA,67.2,1032
"1558",71751,"toys","premium",4.1,3,11,23.5,707
"1559",130600,"health","premium",4.7,4,18,65.6,1230
"1560",155914,"food","premium",4.7,6,14,32.4,1260
"1561",110226,"other","off_brand",3.9,4,18,61.5,1423
"1562",230373,"health","off_brand",4.8,10,20,36.7,2511
"1563",78561,"other","premium",4.3,2,14,30.5,846
"1564",98520,"other",NA,3.8,7,7,74.6,1265
"1565",144067,"other","off_brand",3.1,10,NA,79.1,2801
"1566",96274,"toys","premium",4.1,10,15,63.2,925
"1567",166200,"food","premium",4.2,3,1,12.1,1739
"1568",93351,"health","premium",4.7,2,26,53.7,1110
"1569",131041,"toys","off_brand",4.3,4,16,67.5,1301
"1570",131751,"health","off_brand",3.8,5,24,15.3,1810
"1571",155643,"health","off_brand",4.8,5,27,51,1751
"1572",207099,"health","premium",4.7,11,7,40.9,2137
"1573",297677,"toys","off_brand",4.9,12,13,56,3778
"1574",129705,"toys","off_brand",4.3,196,19,77,1402
"1575",129951,"toys","off_brand",4.7,4,17,32.5,1143
"1576",159651,"health","premium",4.7,12,11,27.5,954
"1577",40750,"toys","premium",3.2,5,30,30.4,1492
"1578",189031,"health","off_brand",4.4,160,22,62,2548
"1579",128693,"health","premium",3.7,6,18,5,1016
"1580",70674,"toys",NA,4.2,8,NA,70,692
"1581",183607,"health","premium",4.7,13,30,36.3,2720
"1582",108434,"toys",NA,4.3,6,23,36.5,1093
"1583",195444,"health","off_brand",4.4,6,20,86.4,2965
"1584",223868,"health",NA,4.8,10,18,50.5,2448
"1585",240946,"toys","premium",4.8,3,6,27.4,3906
"1586",149131,"food","premium",3.8,21,22,34.6,2306
"1587",147542,"toys","off_brand",4.8,12,13,71.1,1014
"1588",178414,"health","off_brand",4.4,13,NA,64.8,1722
"1589",139571,"toys","premium",3.9,3,25,37.3,3094
"1590",128063,"health","off_brand",4.5,14,22,9.9,1280
"1591",197509,"food","premium",4.9,8,17,51.3,1213
"1592",169770,"health","off_brand",4,5,13,45.7,2977
"1593",153004,"food","off_brand",4.5,4,30,63.5,865
"1594",115491,"toys","off_brand",4.2,6,32,70.1,2184
"1595",213073,"health","off_brand",4.3,18,24,54.4,2461
"1596",140620,"toys","premium",4.5,9,5,65.7,990
"1597",75030,"health","off_brand",3.7,7,18,68.6,898
"1598",84336,"other","off_brand",3.9,17,20,72.8,780
"1599",206144,"health","premium",4.4,10,30,40.3,2902
"1600",220259,"health","off_brand",4.2,4,19,51.9,2884
"1601",150875,"other","premium",4.7,13,15,16.8,941
"1602",256333,"other","off_brand",4.7,15,12,62,3084
"1603",227302,"health","premium",4.7,24,30,42.3,1535
"1604",192451,"health","premium",3.8,12,16,22.9,3738
"1605",241099,"toys","off_brand",4.7,1,32,68,4266
"1606",230742,"health","off_brand",4.7,18,NA,46.3,2744
"1607",69491,"other","premium",3.5,11,11,43.2,921
"1608",212851,"food","premium",4.3,10,13,27.2,2834
"1609",101905,"health","premium",4.6,7,18,35.8,1122
"1610",217480,"toys",NA,4.5,3,20,64.6,3552
"1611",173596,"food","off_brand",4,3,23,84.4,2123
"1612",211953,"health","off_brand",4.8,4,22,57.5,2111
"1613",206140,"health","off_brand",3.6,10,23,90.7,3200
"1614",199358,"health","off_brand",4,5,13,60.1,2978
"1615",32442,"toys","off_brand",3.5,6,33,43.1,1081
"1616",182349,"health","premium",4.5,12,19,6.2,2403
"1617",171991,"toys","off_brand",3.4,6,5,78.4,3176
"1618",136596,"toys","premium",3.7,4,7,43.8,2871
"1619",196216,"toys","off_brand",4.7,4,10,90.8,2457
"1620",202137,"health","off_brand",4.8,2,16,5.8,2633
"1621",224933,"food","premium",4.8,16,17,34.6,1878
"1622",176769,"food","off_brand",4.4,14,16,23.3,1211
"1623",68351,"health","off_brand",4,5,18,53.6,813
"1624",149223,"health","premium",4.3,7,NA,62.7,2348
"1625",82290,"toys","off_brand",3.8,10,31,89.9,671
"1626",151939,"health","premium",4.5,2,25,52.1,1043
"1627",131602,"toys","premium",4,23,14,77.9,1016
"1628",190098,"health","off_brand",3.5,6,15,63.2,3033
"1629",168160,"toys","off_brand",4.1,6,NA,49.1,2893
"1630",250979,"health","off_brand",4.1,13,24,87.8,3297
"1631",172370,"health","off_brand",4.5,10,32,33,2152
"1632",54354,"health","premium",3.4,6,NA,38.9,869
"1633",118555,"toys","premium",4.6,6,12,82.1,1050
"1634",143073,"toys","premium",4.9,2,27,45.2,1095
"1635",211036,"health","off_brand",4.6,6,26,42.6,2529
"1636",87558,"health","off_brand",4.1,5,11,88,1162
"1637",210283,"food","premium",4.4,19,21,79.1,3285
"1638",104508,"toys","off_brand",4.3,6,22,60.9,1025
"1639",234532,"health","off_brand",4.4,16,10,36,2827
"1640",180589,"toys",NA,3.5,11,28,49.1,3189
"1641",193021,"toys","off_brand",4.5,7,31,56.2,2369
"1642",83050,"food","premium",3.3,10,25,63.1,960
"1643",212911,"food",NA,4.5,4,12,67.7,2943
"1644",85114,"toys","premium",4.6,4,32,NA,1051
"1645",230170,"food","premium",3.9,20,19,46.5,2824
"1646",158674,"health","off_brand",4.6,6,9,29.4,886
"1647",97454,"health","off_brand",3.7,8,22,38.1,1201
"1648",101919,"health","off_brand",4.2,5,25,49.6,963
"1649",132658,"toys","premium",4.2,9,26,85.3,1008
"1650",90595,"toys","off_brand",3.1,11,9,107.5,764
"1651",34014,"toys","premium",3.3,2,NA,26,1266
"1652",169028,"toys","off_brand",3.8,7,27,59.6,3260
"1653",136819,"food","premium",4.5,4,26,45.7,945
"1654",96358,"other","off_brand",3.7,5,15,50.8,1269
"1655",151944,"health","premium",4.8,4,20,30.8,962
"1656",164205,"toys",NA,3.2,2,16,55.1,3490
"1657",130623,"toys","premium",4,10,29,24,2460
"1658",72025,"health","premium",3.6,7,27,70.5,957
"1659",203455,"other","off_brand",4.8,13,26,45,1917
"1660",150165,"toys","off_brand",4,9,11,35.5,1611
"1661",189795,"toys","off_brand",4.5,5,23,61,2699
"1662",138836,"food",NA,4.2,10,18,32.1,845
"1663",189611,"health","off_brand",4.3,1,NA,53.2,3069
"1664",135356,"other","off_brand",4.1,10,20,29.6,1798
"1665",179464,"other","premium",4.6,11,26,38.5,1788
"1666",129555,"toys","premium",4.4,8,15,54.1,1356
"1667",80235,"toys","off_brand",4.4,15,22,72.2,704
"1668",139951,"health","off_brand",3.8,3,19,71.4,1987
"1669",224862,"toys","premium",4.8,17,29,38.5,2100
"1670",110158,"health","off_brand",4.5,10,22,71.6,1076
"1671",107220,"toys","off_brand",4.5,8,25,98.3,716
"1672",108508,"toys",NA,4.7,8,24,76.1,619
"1673",210996,"toys","off_brand",4.3,9,18,70,3165
"1674",117050,"other","off_brand",4.3,3,6,62.1,901
"1675",74697,"toys","off_brand",3.4,10,NA,52.6,1458
"1676",93292,"health","off_brand",4,2,23,72.3,1468
"1677",172651,"toys","off_brand",4.2,5,NA,55.1,3422
"1678",127535,"toys",NA,4.4,5,16,61.1,1124
"1679",216218,"other","premium",4.2,8,20,34.2,2842
"1680",85114,"other","off_brand",3.8,6,6,79.4,714
"1681",162512,"other","off_brand",2.7,6,21,62.5,3095
"1682",81635,"toys","premium",3.5,7,27,54.2,820
"1683",57613,"toys","premium",4.3,13,29,34.6,999
"1684",12008,"toys","off_brand",3.4,1,20,38.5,1124
"1685",113584,"toys","off_brand",4.1,8,27,87.7,1672
"1686",174904,"toys","premium",4.9,8,19,52.4,1717
"1687",143529,"health","premium",3,5,26,13.6,2794
"1688",211784,"toys","off_brand",4.3,14,NA,67,2967
"1689",164844,"health",NA,3.5,12,13,51.5,2809
"1690",148306,"health","off_brand",4.5,1,25,26.4,2484
"1691",189632,"food","premium",3.9,13,17,54.5,3248
"1692",146800,"food","off_brand",4.5,8,27,50,1044
"1693",275774,"toys","premium",4.5,11,12,49.9,4867
"1694",107253,"health","off_brand",4,1,29,56.1,1930
"1695",132461,"health","off_brand",4.6,9,13,63.2,968
"1696",69964,"health","off_brand",2.7,2,22,41.7,885
"1697",127790,"food","off_brand",4.6,5,17,116.7,1429
"1698",103302,"other","premium",2.4,5,34,50.7,2032
"1699",92913,"health","off_brand",4.1,2,10,34.5,975
"1700",90944,"toys","premium",3.9,21,22,72.1,622
"1701",154817,"health","premium",4,4,18,69.4,3391
"1702",139442,"toys","off_brand",4,7,18,90.6,2492
"1703",109813,"health","premium",4.2,14,25,21.1,1080
"1704",180257,"toys","premium",4.6,17,24,38.2,2325
"1705",201600,"health","off_brand",4.1,16,18,35,3496
"1706",160296,"toys","premium",4.7,1,NA,NA,2700
"1707",193459,"health","off_brand",4.2,7,18,89.9,2567
"1708",93852,"health","premium",4.2,3,24,42.3,1056
"1709",165874,"toys","off_brand",3.7,7,24,60.5,2887
"1710",129068,"other","off_brand",4.5,14,26,40.1,1100
"1711",125318,"health","off_brand",4.5,5,13,24.6,961
"1712",86376,"other","off_brand",3.5,5,10,59.8,1099
"1713",68034,"toys","premium",2.6,28,22,49,1662
"1714",155919,"food","off_brand",4.1,7,23,34.3,825
"1715",212970,"health","off_brand",4.6,8,20,42,2783
"1716",113325,"toys","premium",4.8,3,29,40.5,1088
"1717",136076,"other","premium",4,9,17,52.8,2289
"1718",163488,"toys","off_brand",4.9,6,18,61.6,1471
"1719",237475,"toys","premium",4.1,6,8,34.9,4224
"1720",130034,"toys","off_brand",4.7,10,13,39.2,800
"1721",165338,"toys",NA,3.8,2,8,38.8,3075
"1722",95691,"toys","premium",4,2,24,27,2331
"1723",66780,"toys","premium",3.8,3,17,40.5,958
"1724",81559,"health","premium",4.1,6,20,61.5,1549
"1725",203945,"toys","off_brand",4.5,6,7,73.7,3479
"1726",158774,"toys",NA,5,3,13,65.2,901
"1727",142394,"health","off_brand",4.9,6,NA,70.6,944
"1728",197946,"food","off_brand",4.4,6,30,102.9,2873
"1729",221627,"toys","off_brand",4.9,11,25,57,2643
"1730",196630,"other","premium",4.4,8,29,44,3343
"1731",96110,"health","premium",3.5,3,19,44,2424
"1732",220080,"toys","off_brand",3.5,23,22,62.2,3075
"1733",156875,"toys","off_brand",4.4,1,19,73.5,2135
"1734",84358,"health","premium",2.3,8,10,23.1,925
"1735",149052,"food","premium",4.3,4,26,53,1913
"1736",206893,"health",NA,4.6,8,20,54.9,2508
"1737",56640,"toys","off_brand",3.2,1,9,78.1,1626
"1738",82999,"toys","premium",3.2,3,15,60.1,1082
"1739",132830,"other",NA,4.3,1,22,41.5,2324
"1740",137345,"health",NA,3.5,10,20,18.7,2253
"1741",125392,"health","off_brand",4.5,8,27,70.7,2469
"1742",121283,"other","premium",4.5,4,21,24.3,952
"1743",165378,"toys","off_brand",4.9,11,26,94.9,875
"1744",130063,"toys","premium",4.7,7,19,56.5,1811
"1745",124429,"toys","off_brand",4.6,1,25,38.9,1600
"1746",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"1747",137359,"toys","premium",4.4,12,16,36,1850
"1748",80034,"other","off_brand",3.9,8,26,38,1029
"1749",184575,"food","premium",4.1,5,32,15.1,3177
"1750",107042,"health","off_brand",4,3,NA,11.5,1114
"1751",116262,"toys","premium",4.2,12,10,89.5,1061
"1752",145198,"other","off_brand",4.8,7,31,78.4,1068
"1753",134460,"toys","premium",4.2,2,32,NA,2757
"1754",164357,"health","off_brand",3.5,20,23,28.7,2313
"1755",104492,"toys","premium",4.5,0,17,35.3,809
"1756",226552,"health","premium",4.5,5,14,42.7,2773
"1757",156570,"health","off_brand",4.4,4,29,21.7,2973
"1758",123752,"toys","off_brand",4.1,5,22,53.5,1920
"1759",137883,"toys","off_brand",4.2,4,34,72.1,2284
"1760",176475,"health","off_brand",4.2,11,12,50.6,2749
"1761",221097,"toys","off_brand",4.8,8,19,63.8,3012
"1762",131418,"food","off_brand",3.9,5,28,46.3,1906
"1763",213269,"health","premium",4.3,4,39,56.3,2959
"1764",120839,"health","off_brand",3.1,18,17,47.5,1442
"1765",189538,"health","off_brand",4.5,3,9,56.8,2920
"1766",130749,"health","premium",4.2,10,16,39.3,878
"1767",209620,"toys","off_brand",3.3,7,27,11.8,3941
"1768",199303,"toys","off_brand",4.2,9,31,46,3122
"1769",157544,"other","off_brand",4.1,16,19,61.8,2365
"1770",280179,"health","premium",4.6,12,20,57.3,4589
"1771",115941,"toys","off_brand",4.2,10,22,28.5,1140
"1772",111175,"toys","off_brand",4.2,5,15,49.3,1942
"1773",128417,"toys","premium",3.9,2,25,39.2,1932
"1774",184417,"health","off_brand",4.9,2,15,NA,2176
"1775",108970,"toys","premium",4.1,8,13,72.9,1159
"1776",150518,"health","off_brand",3.6,3,24,33.4,3612
"1777",201592,"food","off_brand",4.6,1,13,45.7,1473
"1778",146535,"toys",NA,4.7,6,27,56.1,966
"1779",156365,"toys","off_brand",4.1,5,23,63.2,2882
"1780",64892,"other","off_brand",3.4,5,24,59,987
"1781",133098,"health","premium",4.3,3,19,5,2383
"1782",81096,"health","premium",4.5,7,20,47.2,832
"1783",209249,"food","off_brand",4.8,5,26,77.9,2773
"1784",212630,"food","off_brand",4.7,7,27,52.8,2417
"1785",157156,"toys","off_brand",3.3,10,14,53.5,3593
"1786",153056,"toys","off_brand",4.3,9,28,73,2006
"1787",123500,"health","off_brand",4.8,10,25,39,1024
"1788",223400,"food","off_brand",4.6,12,21,55.2,1361
"1789",98226,"health","premium",4,13,16,29.6,1995
"1790",230256,"health","off_brand",4.5,12,23,84.8,2856
"1791",43988,"toys","premium",2.9,194,17,5,749
"1792",197338,"other","off_brand",4.3,14,21,47.2,2387
"1793",108311,"toys","premium",4.2,7,28,34.2,682
"1794",153938,"other","off_brand",4.9,12,32,31.2,657
"1795",142142,"health","premium",4.3,10,27,45.5,1028
"1796",146903,"other","premium",4.5,9,15,10,879
"1797",155819,"other","premium",4.3,4,NA,51.3,2058
"1798",138624,"health","off_brand",4.5,9,11,5,1150
"1799",76926,"other","off_brand",3.3,12,14,61.5,845
"1800",102421,"health","premium",2.9,18,32,23.9,1303
"1801",103167,"toys","off_brand",4,13,27,51.1,1231
"1802",77454,"toys","premium",4,9,31,65.1,1222
"1803",135006,"other","off_brand",3.8,10,23,28.7,1425
"1804",149155,"health","off_brand",4.4,13,14,48.3,980
"1805",134516,"food","off_brand",4.5,4,30,71.2,688
"1806",142030,"other","premium",4.2,3,10,30.8,1848
"1807",182598,"other","off_brand",4.2,8,7,30.3,2417
"1808",150074,"health","premium",4.9,7,4,34,1072
"1809",104206,"toys","off_brand",4.7,5,24,37.3,961
"1810",227248,"food","premium",4.7,1,14,25.1,3405
"1811",156406,"food","premium",4.5,10,17,84.4,811
"1812",148684,"food","premium",4.1,13,21,36.4,1840
"1813",123875,"food","off_brand",4,6,32,86.7,1353
"1814",113852,"health","off_brand",4,2,NA,54.9,2202
"1815",222887,"food",NA,4.2,10,21,62.8,2594
"1816",216340,"toys","off_brand",4.7,21,15,56,1979
"1817",207392,"other","off_brand",3.3,4,20,49.4,3385
"1818",162408,"food","premium",4.3,223,27,49.9,2055
"1819",220727,"health","off_brand",4.3,17,20,78.2,2415
"1820",32343,"toys","off_brand",3,7,18,70,1063
"1821",32530,"toys","premium",3.4,6,24,87.7,978
"1822",152858,"health","off_brand",3.8,3,17,NA,2345
"1823",152178,"toys","premium",4.2,2,21,48.6,2734
"1824",134916,"food","premium",4.3,11,20,57.4,973
"1825",202107,"health","off_brand",4.3,11,18,33.8,2480
"1826",179732,"health","off_brand",3.6,8,8,54,3222
"1827",185706,"other","off_brand",4.8,6,21,81,2180
"1828",92590,"health","premium",4.2,12,19,50.3,1281
"1829",169737,"food","premium",4.7,10,14,25.9,983
"1830",118936,"health","premium",3.7,24,13,72.6,1981
"1831",149127,"health","premium",4.2,6,19,54.6,2373
"1832",134622,"toys","off_brand",4.1,13,26,69.2,2495
"1833",102980,"toys","off_brand",2.4,9,26,68.1,2428
"1834",75955,"health",NA,4.2,4,28,45.4,656
"1835",163773,"health","premium",4.3,4,10,5,2286
"1836",183081,"health","off_brand",4.7,17,8,57.4,876
"1837",128552,"toys","off_brand",3.8,1,19,51.6,2063
"1838",111267,"toys","premium",4.7,8,13,46.3,777
"1839",56267,"toys","off_brand",3.9,5,12,69.7,1299
"1840",145920,"toys","off_brand",3.7,4,13,47.6,2916
"1841",160877,"health","off_brand",4.2,3,11,45.6,1858
"1842",202672,"health","premium",4.1,11,32,88,3957
"1843",93846,"toys","off_brand",3.8,7,24,61.3,1259
"1844",247696,"toys","off_brand",4.6,11,11,61.7,3417
"1845",119455,"toys","premium",4.7,2,NA,24.1,731
"1846",167587,"food","premium",4.1,5,18,8.9,1303
"1847",174896,"food","off_brand",4.3,5,11,37,1820
"1848",161432,"toys","off_brand",4.8,3,22,47.4,1222
"1849",147611,"health","off_brand",4.2,3,17,63.4,935
"1850",152143,"health","off_brand",4.5,6,24,53.4,1320
"1851",125312,"health","off_brand",3.8,5,29,40.1,2583
"1852",118133,"food","off_brand",3.6,2,21,47.5,903
"1853",94298,"health","off_brand",4,4,19,13.4,1237
"1854",125105,"food","off_brand",4.6,10,27,91.3,854
"1855",151772,"food","off_brand",4.5,6,27,48.8,1680
"1856",117033,"health","off_brand",4.4,9,13,35.4,578
"1857",176633,"health","off_brand",4.1,4,21,42.5,2578
"1858",187504,"health","premium",4.2,11,23,19.1,2701
"1859",251114,"toys","premium",4.9,6,15,60.6,3394
"1860",59116,"health","off_brand",3.5,4,21,NA,969
"1861",76396,"food","premium",4,3,22,9.5,912
"1862",119227,"toys","premium",3.4,14,21,14.1,2085
"1863",209891,"health","off_brand",4.7,214,15,53.1,2840
"1864",48265,"toys","off_brand",3.6,10,23,69.8,632
"1865",208338,"other","premium",4.5,15,19,31.8,2184
"1866",157924,"toys","off_brand",4.7,7,25,101.9,1239
"1867",259892,"other",NA,4.6,13,11,NA,3426
"1868",172272,"health","off_brand",4.8,9,21,26.4,2356
"1869",169102,"toys","off_brand",4.8,12,6,53.3,1880
"1870",129727,"health","premium",4.6,8,32,90,1240
"1871",181840,"food","off_brand",4.3,9,18,72.5,1704
"1872",274748,"other","off_brand",4.5,13,24,36.8,4085
"1873",179803,"toys","off_brand",4.6,2,NA,22.7,1988
"1874",160008,"toys","premium",3.8,12,20,74.8,2672
"1875",221811,"other","off_brand",3,16,38,26.8,3773
"1876",90151,"health","off_brand",3.7,3,21,68.7,1266
"1877",175072,"other","premium",3,9,20,67.9,3778
"1878",174522,"toys","off_brand",4.8,16,22,54.4,1822
"1879",190804,"toys","off_brand",4.7,6,NA,68.2,2245
"1880",142482,"toys","off_brand",4.5,9,NA,96.7,1750
"1881",148291,"food","premium",4.6,17,9,22.2,889
"1882",191524,"toys","off_brand",4.7,9,37,42.5,2341
"1883",225054,"health","off_brand",4.6,3,17,37.8,2854
"1884",217378,"food","off_brand",4.8,3,26,74.5,2139
"1885",148417,"toys","off_brand",4.5,13,18,56.2,1941
"1886",156736,"health","premium",4.6,11,20,46.5,605
"1887",98767,"food","off_brand",3.7,10,11,35.4,1172
"1888",253050,"toys","off_brand",4.4,24,30,81.2,3899
"1889",206803,"food","off_brand",4.4,8,28,115.6,2468
"1890",124575,"toys","off_brand",3.8,3,16,91,1419
"1891",195742,"toys","premium",4.1,12,33,5,3046
"1892",120029,"toys","premium",4.3,8,28,47.6,1146
"1893",107652,"health","off_brand",4.3,10,12,18,1042
"1894",190002,"toys","premium",4.7,8,20,45.7,2421
"1895",201805,"health","premium",4.2,4,10,33.4,3438
"1896",123739,"toys","off_brand",4.4,6,22,69.5,1120
"1897",114589,"food","off_brand",4.1,10,13,37.4,975
"1898",108647,"toys","off_brand",2.8,13,21,102.6,2156
"1899",85089,"toys","off_brand",2.8,1,11,42.3,2282
"1900",169363,"food","off_brand",4.6,5,12,50.6,1013
"1901",41646,"health","premium",4,12,17,5,683
"1902",92960,"toys","premium",3.6,3,28,51.8,1164
"1903",129494,"health","off_brand",4.6,4,12,62.9,732
"1904",187900,"toys","premium",4.6,8,22,37.5,2714
"1905",52654,"toys","premium",2.4,6,23,49.9,1094
"1906",247475,"food","premium",4.8,9,22,73.6,2463
"1907",143533,"health","premium",4.2,0,24,36.1,2578
"1908",110395,"toys","off_brand",3.7,3,28,50.7,1550
"1909",156529,"toys","off_brand",4.6,7,6,58,1103
"1910",195873,"food","off_brand",4.9,4,13,24.7,2163
"1911",97564,"food","premium",4.6,7,19,52.7,950
"1912",96644,"toys","premium",4.5,11,21,63.2,931
"1913",211868,"other","premium",4.2,13,11,27.3,2936
"1914",152464,"health","premium",3.2,2,28,16.3,2459
"1915",183571,"food","off_brand",4.1,6,34,49.9,2520
"1916",193201,"health","off_brand",3.9,11,30,NA,2787
"1917",134633,"other","off_brand",4.1,16,13,64.6,1004
"1918",102888,"food","premium",2.9,9,24,54.8,1157
"1919",120446,"other","premium",4,10,26,23.1,2118
"1920",62211,"toys","premium",3.8,6,31,55.8,752
"1921",287366,"toys","off_brand",4.7,14,24,100.2,4014
"1922",188477,"toys","premium",4.8,14,7,64,1531
"1923",50845,"health","off_brand",3.7,5,24,58.2,891
"1924",202265,"toys","premium",4.3,4,25,60.2,3077
"1925",109094,"toys","premium",4.1,7,10,33.5,1143
"1926",168974,"toys","off_brand",4.9,12,18,95.7,844
"1927",157511,"health","premium",4.2,20,16,61.5,2222
"1928",74281,"health","premium",4.2,13,23,18.3,822
"1929",219676,"other","premium",4.6,7,25,44.7,3735
"1930",133210,"toys","off_brand",4,6,21,63.7,2840
"1931",207595,"toys","off_brand",4.5,9,28,53.3,3003
"1932",219785,"health","off_brand",4.4,10,6,48,2877
"1933",195235,"food","off_brand",3,5,13,52.1,2304
"1934",181531,"toys","off_brand",4.7,17,20,17.7,1348
"1935",128277,"other","off_brand",4.4,2,NA,46.4,1006
"1936",266912,"food","off_brand",4.6,9,14,86,3271
"1937",113082,"toys","off_brand",3.6,13,15,41.9,1012
"1938",100541,"other","off_brand",3.8,8,15,59.4,1046
"1939",113440,"other","premium",4.1,7,24,16,2629
"1940",53048,"health","off_brand",3.1,3,19,67.1,1174
"1941",126079,"toys","premium",4,9,30,37.1,2090
"1942",133563,"health","premium",3.9,18,NA,29.9,971
"1943",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1944",120515,"food","off_brand",3.3,13,25,65.3,916
"1945",138978,"health","premium",2.8,13,17,36.1,2691
"1946",176486,"other","premium",4.6,4,13,36.3,1816
"1947",97003,"health","off_brand",4.2,4,31,36.6,1643
"1948",124518,"toys","off_brand",4.3,11,22,57.9,997
"1949",134166,"toys","off_brand",4.3,13,11,45.2,842
"1950",109166,"food","premium",4.3,7,NA,NA,855
"1951",89188,"health","off_brand",4.2,5,32,46.2,794
"1952",119033,"other","off_brand",4.4,13,24,69.2,1299
"1953",109617,"food","off_brand",3.7,14,28,31.5,1221
"1954",226334,"toys","off_brand",4.6,13,28,78,3087
"1955",110415,"health","off_brand",3.7,12,28,34.5,867
"1956",146426,"toys","off_brand",3.9,8,NA,43,2006
"1957",139308,"health","premium",4.2,2,NA,20.8,2377
"1958",237988,"toys",NA,3.8,6,NA,55.2,4241
"1959",227735,"food","off_brand",4.7,23,21,55.3,2294
"1960",206262,"food","off_brand",4.4,17,NA,64.8,1314
"1961",96519,"other","off_brand",4.1,10,12,14.1,730
